Name,University,JoinYear,Rank,Subfield,,,,,,,,,,,,,,,,,,
Wojciech Szpankowski,Purdue University,1985,Full,Bioinformatics & Computational Biology,,,,,,,,,,,,,,,,,,
Xavier Tricoche,Purdue University,2007,Assistant,Graphics,,,,,,,,,,,,,,,,,,
Xiangyu Zhang,Purdue University,2006,Associate,Software Engineering,,,,,,,,,,,,,,,,,,
Yi Wu,Purdue University,2012,Assistant,Algorithms & Theory,,,,,,,,,,,,,,,,,,
Yung-Hsiang Lu,Purdue University,2004,Associate,Hardware & Architecture,,,,,,,,,,,,,,,,,,
Zhiyuan Li,Purdue University,1997,Full,Distributed & Parallel Computing,,,,,,,,,,,,,,,,,,
Ana Milanova,Rensselaer Polytechnic Institute,2009,Associate,Software Engineering,,,,,,,,,,,,,,,,,,
Barbara Cutler,Rensselaer Polytechnic Institute,,Associate,Graphics,,,,,,,,,,,,,,,,,,
Boleslaw Szymanski,Rensselaer Polytechnic Institute,,Full,Networks & Communications,,,,,,,,,,,,,,,,,,
Carlos Varela,Rensselaer Polytechnic Institute,2007,Associate,World Wide Web,,,,,,,,,,,,,,,,,,
Charles Stewart,Rensselaer Polytechnic Institute,,Full,Computer Vision,,,,,,,,,,,,,,,,,,
Christopher Bystroff,Rensselaer Polytechnic Institute,,Associate,Bioinformatics & Computational Biology,,,,,,,,,,,,,,,,,,
Christopher Carothers,Rensselaer Polytechnic Institute,2005,Full,Distributed & Parallel Computing,,,,,,,,,,,,,,,,,,
David Isaacson,Rensselaer Polytechnic Institute,,Full,Scientific Computing,,,,,,,,,,,,,,,,,,
David Spooner,Rensselaer Polytechnic Institute,,Full,Security & Privacy,,,,,,,,,,,,,,,,,,
Elliot Anshelevich,Rensselaer Polytechnic Institute,1996,Associate,Algorithms & Theory,,,,,,,,,,,,,,,,,,
Francine Berman,Rensselaer Polytechnic Institute,2009,Full,Scientific Computing,,,,,,,,,,,,,,,,,,
Heng Ji,Rensselaer Polytechnic Institute,2008,Associate,Natural Language & Speech,,,,,,,,,,,,,,,,,,
Jeff Trinkle,Rensselaer Polytechnic Institute,2003,Full,Human-Computer Interaction,,,,,,,,,,,,,,,,,,
Jim Hendler,Rensselaer Polytechnic Institute,,Associate,Artificial Intelligence,,,,,,,,,,,,,,,,,,
Lirong Xia,Rensselaer Polytechnic Institute,2013,Assistant,Artificial Intelligence,,,,,,,,,,,,,,,,,,
Malik Magdon-Ismail,Rensselaer Polytechnic Institute,,Full,Machine Learning & Pattern Recognition,,,,,,,,,,,,,,,,,,
Mark Goldberg,Rensselaer Polytechnic Institute,,Full,Algorithms & Theory,,,,,,,,,,,,,,,,,,
Martin Hardwick,Rensselaer Polytechnic Institute,1989,Full,Software Engineering,,,,,,,,,,,,,,,,,,
Michael Wozny,Rensselaer Polytechnic Institute,,Full,Graphics,,,,,,,,,,,,,,,,,,
Mohammed Zaki,Rensselaer Polytechnic Institute,1998,Full,Data Mining,,,,,,,,,,,,,,,,,,
Mukkai Krishnamoorthy,Rensselaer Polytechnic Institute,,Associate,Software Engineering,,,,,,,,,,,,,,,,,,
Petros Drineas,Rensselaer Polytechnic Institute,2009,Associate,Algorithms & Theory,,,,,,,,,,,,,,,,,,
Ron Eglash,Rensselaer Polytechnic Institute,,Full,Scientific Computing,,,,,,,,,,,,,,,,,,
Selmer Bringsjord,Rensselaer Polytechnic Institute,,Full,Artificial Intelligence,,,,,,,,,,,,,,,,,,
Sergei Nirenburg,Rensselaer Polytechnic Institute,,Full,Artificial Intelligence,,,,,,,,,,,,,,,,,,
Sibel Adali,Rensselaer Polytechnic Institute,2002,Associate,Networks & Communications,,,,,,,,,,,,,,,,,,
Stacy Patterson,Rensselaer Polytechnic Institute,2013,Assistant,Distributed & Parallel Computing,,,,,,,,,,,,,,,,,,
Wayne Gray,Rensselaer Polytechnic Institute,,Full,Computer Education,,,,,,,,,,,,,,,,,,
Wm. Randolph Franklin,Rensselaer Polytechnic Institute,,Full,Graphics,,,,,,,,,,,,,,,,,,
Alan L. Cox,Rice University,,Associate,Operating Systems,,,,,,,,,,,,,,,,,,
Chris M. Jermaine,Rice University,2010,Associate,Databases,,,,,,,,,,,,,,,,,,
Dan S. Wallach,Rice University,,Full,Security & Privacy,,,,,,,,,,,,,,,,,,
David B. Johnson,Rice University,2005,Full,Networks & Communications,,,,,,,,,,,,,,,,,,
Devika Subramanian,Rice University,2003,Full,Machine Learning & Pattern Recognition,,,,,,,,,,,,,,,,,,
James McLurkin,Rice University,2009,Assistant,Distributed & Parallel Computing,,,,,,,,,,,,,,,,,,
Joe Warren,Rice University,1992,Full,Graphics,,,,,,,,,,,,,,,,,,
John Mellor-Crummey,Rice University,,Full,Scientific Computing,,,,,,,,,,,,,,,,,,
Keith D. Cooper,Rice University,,Full,Compilers,,,,,,,,,,,,,,,,,,
Krishna V. Palem,Rice University,2007,Full,Real-Time & Embedded Systems,,,,,,,,,,,,,,,,,,
Luay K. Nakhleh,Rice University,2010,Associate,Bioinformatics & Computational Biology,,,,,,,,,,,,,,,,,,
Lydia E. Kavraki,Rice University,,Full,Bioinformatics & Computational Biology,,,,,,,,,,,,,,,,,,
Moshe Y. Vardi,Rice University,1993,Full,Algorithms & Theory,,,,,,,,,,,,,,,,,,
Robert 'Corky' Cartwright,Rice University,1980,Full,Programming Languages,,,,,,,,,,,,,,,,,,
Ronald N. Goldman,Rice University,,Full,Graphics,,,,,,,,,,,,,,,,,,
Scott Cutler,Rice University,,Full,Hardware & Architecture,,,,,,,,,,,,,,,,,,
Scott Rixner,Rice University,2004,Associate,Operating Systems,,,,,,,,,,,,,,,,,,
Swarat Chaudhuri,Rice University,2011,Assistant,Algorithms & Theory,,,,,,,,,,,,,,,,,,
T. S. Eugene Ng,Rice University,,Associate,Networks & Communications,,,,,,,,,,,,,,,,,,
Vivek Sarkar,Rice University,2007,Full,Scientific Computing,,,,,,,,,,,,,,,,,,
Abhishek Bhattacharjee,Rutgers - State University of New Jersey - New Brunswick,2010,Assistant,Hardware & Architecture,,,,,,,,,,,,,,,,,,
Ahmed Elgammal,Rutgers - State University of New Jersey - New Brunswick,2002,Associate,Computer Vision,,,,,,,,,,,,,,,,,,
Alex Borgida,Rutgers - State University of New Jersey - New Brunswick,1993,Full,Databases,,,,,,,,,,,,,,,,,,
Alexander Schliep,Rutgers - State University of New Jersey - New Brunswick,2009,Associate,Bioinformatics & Computational Biology,,,,,,,,,,,,,,,,,,
Amelie Marian,Rutgers - State University of New Jersey - New Brunswick,2005,Associate,Databases,,,,,,,,,,,,,,,,,,
Apostolos Gerasoulis,Rutgers - State University of New Jersey - New Brunswick,1979,Full,Real-Time & Embedded Systems,,,,,,,,,,,,,,,,,,
Badri Nath,Rutgers - State University of New Jersey - New Brunswick,2000,Full,Networks & Communications,,,,,,,,,,,,,,,,,,
Bahman Kalantari,Rutgers - State University of New Jersey - New Brunswick,,Full,Algorithms & Theory,,,,,,,,,,,,,,,,,,
Casimir Kulikowski,Rutgers - State University of New Jersey - New Brunswick,1970,Full,Computer Vision,,,,,,,,,,,,,,,,,,
David Cash,Rutgers - State University of New Jersey - New Brunswick,2012,Assistant,Security & Privacy,,,,,,,,,,,,,,,,,,
Dimitris Metaxas,Rutgers - State University of New Jersey - New Brunswick,2001,Full,Computer Vision,,,,,,,,,,,,,,,,,,
Endre Szemeredi,Rutgers - State University of New Jersey - New Brunswick,1986,Full,Algorithms & Theory,,,,,,,,,,,,,,,,,,
Eric Allender,Rutgers - State University of New Jersey - New Brunswick,1985,Full,Algorithms & Theory,,,,,,,,,,,,,,,,,,
Gerard Richter,Rutgers - State University of New Jersey - New Brunswick,1970,Full,Algorithms & Theory,,,,,,,,,,,,,,,,,,
Kostas Bekris,Rutgers - State University of New Jersey - New Brunswick,2012,Assistant,Artificial Intelligence,,,,,,,,,,,,,,,,,,
Liviu Iftode,Rutgers - State University of New Jersey - New Brunswick,1997,Full,Operating Systems,,,,,,,,,,,,,,,,,,
Louis Steinberg,Rutgers - State University of New Jersey - New Brunswick,2007,Full,Artificial Intelligence,,,,,,,,,,,,,,,,,,
Mario Szegedy,Rutgers - State University of New Jersey - New Brunswick,2000,Full,Scientific Computing,,,,,,,,,,,,,,,,,,
Martin Farach-Colton,Rutgers - State University of New Jersey - New Brunswick,1991,Full,Algorithms & Theory,,,,,,,,,,,,,,,,,,
Matthew Stone,Rutgers - State University of New Jersey - New Brunswick,1998,Full,Natural Language & Speech,,,,,,,,,,,,,,,,,,
Michael Fredman,Rutgers - State University of New Jersey - New Brunswick,,Full,Distributed & Parallel Computing,,,,,,,,,,,,,,,,,,
Michael Grigoriadis,Rutgers - State University of New Jersey - New Brunswick,,Full,Algorithms & Theory,,,,,,,,,,,,,,,,,,
Naftaly Minsky,Rutgers - State University of New Jersey - New Brunswick,1974,Full,Software Engineering,,,,,,,,,,,,,,,,,,
Ping Li,Rutgers - State University of New Jersey - New Brunswick,2013,Associate,Machine Learning & Pattern Recognition,,,,,,,,,,,,,,,,,,
Rebecca Wright,Rutgers - State University of New Jersey - New Brunswick,2007,Full,Security & Privacy,,,,,,,,,,,,,,,,,,
Ricardo Bianchini,Rutgers - State University of New Jersey - New Brunswick,2000,Full,Distributed & Parallel Computing,,,,,,,,,,,,,,,,,,
Richard Martin,Rutgers - State University of New Jersey - New Brunswick,1992,Associate,Networks & Communications,,,,,,,,,,,,,,,,,,
Santosh Nagarakatte,Rutgers - State University of New Jersey - New Brunswick,2013,Assistant,Security & Privacy,,,,,,,,,,,,,,,,,,
Shan Muthukrishnan,Rutgers - State University of New Jersey - New Brunswick,,Full,Algorithms & Theory,,,,,,,,,,,,,,,,,,
Shubhangi Saraf,Rutgers - State University of New Jersey - New Brunswick,2012,Assistant,Human-Computer Interaction,,,,,,,,,,,,,,,,,,
Swastik Kopparty,Rutgers - State University of New Jersey - New Brunswick,2012,Full,Algorithms & Theory,,,,,,,,,,,,,,,,,,
Thu Nguyen,Rutgers - State University of New Jersey - New Brunswick,1999,Associate,Operating Systems,,,,,,,,,,,,,,,,,,
Tina Eliassi-Rad,Rutgers - State University of New Jersey - New Brunswick,2009,Associate,Data Mining,,,,,,,,,,,,,,,,,,
Tomasz Imielinski,Rutgers - State University of New Jersey - New Brunswick,1983,Full,Data Mining,,,,,,,,,,,,,,,,,,
Ulrich Kremer,Rutgers - State University of New Jersey - New Brunswick,1995,Full,Networks & Communications,,,,,,,,,,,,,,,,,,
Vinod Ganapathy,Rutgers - State University of New Jersey - New Brunswick,2007,Associate,Security & Privacy,,,,,,,,,,,,,,,,,,
Vladimir Pavlovic,Rutgers - State University of New Jersey - New Brunswick,2002,Associate,Machine Learning & Pattern Recognition,,,,,,,,,,,,,,,,,,
William Steiger,Rutgers - State University of New Jersey - New Brunswick,2002,Full,Algorithms & Theory,,,,,,,,,,,,,,,,,,
Zheng Zhang,Rutgers - State University of New Jersey - New Brunswick,2012,Assistant,Distributed & Parallel Computing,,,,,,,,,,,,,,,,,,
Alex Aiken,Stanford University,2003,Full,Scientific Computing,,,,,,,,,,,,,,,,,,
Andrew Ng,Stanford University,2002,Associate,Machine Learning & Pattern Recognition,,,,,,,,,,,,,,,,,,
Anshul Kundaje,Stanford University,2013,Associate,Bioinformatics & Computational Biology,,,,,,,,,,,,,,,,,,
Balaji Prabhakar,Stanford University,,Full,Networks & Communications,,,,,,,,,,,,,,,,,,
Bill Dally,Stanford University,,Full,Hardware & Architecture,,,,,,,,,,,,,,,,,,
Chris Manning,Stanford University,1999,Full,Natural Language & Speech,,,,,,,,,,,,,,,,,,
Chris Re,Stanford University,2013,Assistant,Databases,,,,,,,,,,,,,,,,,,
Christos Kozyrakis,Stanford University,2002,Associate,Hardware & Architecture,,,,,,,,,,,,,,,,,,
Dan Boneh,Stanford University,1997,Full,Security & Privacy,,,,,,,,,,,,,,,,,,
Daphne Koller,Stanford University,1995,Full,Machine Learning & Pattern Recognition,,,,,,,,,,,,,,,,,,
David Cheriton,Stanford University,1981,Full,Distributed & Parallel Computing,,,,,,,,,,,,,,,,,,
David L. Dill,Stanford University,1987,Full,Bioinformatics & Computational Biology,,,,,,,,,,,,,,,,,,
David Mazieres,Stanford University,2005,Full,Operating Systems,,,,,,,,,,,,,,,,,,
Dawson Engler,Stanford University,1999,Associate,Software Engineering,,,,,,,,,,,,,,,,,,
Eric Roberts,Stanford University,1990,Full,Programming Languages,,,,,,,,,,,,,,,,,,
Fei-Fei Li,Stanford University,,Associate,Computer Vision,,,,,,,,,,,,,,,,,,
Gill Bejerano,Stanford University,2007,Associate,Bioinformatics & Computational Biology,,,,,,,,,,,,,,,,,,
Greg Valiant,Stanford University,2013,Assistant,Algorithms & Theory,,,,,,,,,,,,,,,,,,
Hector Garcia-Molina,Stanford University,1992,Full,Databases,,,,,,,,,,,,,,,,,,
Jennifer Widom,Stanford University,1993,Full,Databases,,,,,,,,,,,,,,,,,,
John Hennessy,Stanford University,1977,Full,Hardware & Architecture,,,,,,,,,,,,,,,,,,
John Mitchell,Stanford University,,Full,Security & Privacy,,,,,,,,,,,,,,,,,,
John Ousterhout,Stanford University,2008,Full,Operating Systems,,,,,,,,,,,,,,,,,,
Jure Leskovec,Stanford University,2009,Assistant,Data Mining,,,,,,,,,,,,,,,,,,
Ken Salisbury,Stanford University,1999,Full,Human-Computer Interaction,,,,,,,,,,,,,,,,,,
Kunle Olukotun,Stanford University,1991,Full,Hardware & Architecture,,,,,,,,,,,,,,,,,,
Leonidas Guibas,Stanford University,1984,Full,Algorithms & Theory,,,,,,,,,,,,,,,,,,
Luca Trevisan,Stanford University,2010,Full,Algorithms & Theory,,,,,,,,,,,,,,,,,,
Marc Levoy,Stanford University,1984,Full,Graphics,,,,,,,,,,,,,,,,,,
Mark Horowitz,Stanford University,1984,Full,Hardware & Architecture,,,,,,,,,,,,,,,,,,
Mehran Sahami,Stanford University,2001,Full,Machine Learning & Pattern Recognition,,,,,,,,,,,,,,,,,,
Mendel Rosenblum,Stanford University,2008,Associate,Hardware & Architecture,,,,,,,,,,,,,,,,,,
Michael Bernstein,Stanford University,2013,Assistant,Human-Computer Interaction,,,,,,,,,,,,,,,,,,
Mike Genesereth,Stanford University,,Associate,Algorithms & Theory,,,,,,,,,,,,,,,,,,
Monica Lam,Stanford University,1988,Full,Operating Systems,,,,,,,,,,,,,,,,,,
Nick McKeown,Stanford University,1995,Full,Networks & Communications,,,,,,,,,,,,,,,,,,
Oussama Khatib,Stanford University,1980,Full,Artificial Intelligence,,,,,,,,,,,,,,,,,,
Patrick Hanrahan,Stanford University,1995,Full,Graphics,,,,,,,,,,,,,,,,,,
Percy Liang,Stanford University,2012,Assistant,Natural Language & Speech,,,,,,,,,,,,,,,,,,
Philip Levis,Stanford University,2005,Associate,Operating Systems,,,,,,,,,,,,,,,,,,
Ron Fedkiw,Stanford University,2000,Full,Algorithms & Theory,,,,,,,,,,,,,,,,,,
Ryan Williams,Stanford University,2011,Assistant,Algorithms & Theory,,,,,,,,,,,,,,,,,,
Sachin Katti,Stanford University,2010,Assistant,Networks & Communications,,,,,,,,,,,,,,,,,,
Sebastian Thrun,Stanford University,2003,Full,Artificial Intelligence,,,,,,,,,,,,,,,,,,
Serafim Batzoglou,Stanford University,2001,Associate,Bioinformatics & Computational Biology,,,,,,,,,,,,,,,,,,
Silvio Savarese,Stanford University,2013,Assistant,Computer Vision,,,,,,,,,,,,,,,,,,
Stephen Cooper,Stanford University,1998,Associate,Programming Languages,,,,,,,,,,,,,,,,,,
Subhasish Mitra,Stanford University,2006,Associate,Hardware & Architecture,,,,,,,,,,,,,,,,,,
Tim Roughgarden,Stanford University,2004,Associate,Algorithms & Theory,,,,,,,,,,,,,,,,,,
Virginia Williams,Stanford University,2013,Assistant,Algorithms & Theory,,,,,,,,,,,,,,,,,,
Yoav Shoham,Stanford University,,Full,Artificial Intelligence,,,,,,,,,,,,,,,,,,
Allen Tannenbaum,State University of New York - Stony Brook,,Full,Computer Vision,,,,,,,,,,,,,,,,,,
Anita Wasilewska,State University of New York - Stony Brook,1986,Associate,Data Mining,,,,,,,,,,,,,,,,,,
Annie Liu,State University of New York - Stony Brook,,Full,Programming Languages,,,,,,,,,,,,,,,,,,
Anshul Gandhi,State University of New York - Stony Brook,2014,Assistant,Algorithms & Theory,,,,,,,,,,,,,,,,,,
Arie Kaufman,State University of New York - Stony Brook,1985,Full,Graphics,,,,,,,,,,,,,,,,,,
C.R. Ramakrishnan,State University of New York - Stony Brook,1995,Associate,Programming Languages,,,,,,,,,,,,,,,,,,
Dimitris Samaras,State University of New York - Stony Brook,2000,Associate,Computer Vision,,,,,,,,,,,,,,,,,,
Donald Porter,State University of New York - Stony Brook,2011,Assistant,Operating Systems,,,,,,,,,,,,,,,,,,
Erez Zadok,State University of New York - Stony Brook,,Associate,Operating Systems,,,,,,,,,,,,,,,,,,
Eugene Stark,State University of New York - Stony Brook,1984,Full,Algorithms & Theory,,,,,,,,,,,,,,,,,,
Fusheng Wang,State University of New York - Stony Brook,2015,Assistant,Databases,,,,,,,,,,,,,,,,,,
Himanshu Gupta,State University of New York - Stony Brook,1999,Associate,Networks & Communications,,,,,,,,,,,,,,,,,,
Hong Qin,State University of New York - Stony Brook,,Full,Graphics,,,,,,,,,,,,,,,,,,
Hussein Badr,State University of New York - Stony Brook,,Associate,Networks & Communications,,,,,,,,,,,,,,,,,,
I.V. Ramakrishnan,State University of New York - Stony Brook,,Full,Machine Learning & Pattern Recognition,,,,,,,,,,,,,,,,,,
Jie Gao,State University of New York - Stony Brook,2004,Associate,Algorithms & Theory,,,,,,,,,,,,,,,,,,
Jing Chen,State University of New York - Stony Brook,2012,Assistant,Algorithms & Theory,,,,,,,,,,,,,,,,,,
Klaus Mueller,State University of New York - Stony Brook,1999,Full,Graphics,,,,,,,,,,,,,,,,,,
Larry D. Wittie,State University of New York - Stony Brook,2011,Full,Bioinformatics & Computational Biology,,,,,,,,,,,,,,,,,,
Leman Akoglu,State University of New York - Stony Brook,2012,Assistant,Machine Learning & Pattern Recognition,,,,,,,,,,,,,,,,,,
Leo Bachmair,State University of New York - Stony Brook,1985,Full,Algorithms & Theory,,,,,,,,,,,,,,,,,,
Long Lu,State University of New York - Stony Brook,2013,Assistant,Security & Privacy,,,,,,,,,,,,,,,,,,
Luis Ortiz,State University of New York - Stony Brook,2008,Assistant,Artificial Intelligence,,,,,,,,,,,,,,,,,,
Michael Bender,State University of New York - Stony Brook,2004,Associate,Algorithms & Theory,,,,,,,,,,,,,,,,,,
Michael Ferdman,State University of New York - Stony Brook,2012,Assistant,Hardware & Architecture,,,,,,,,,,,,,,,,,,
Michael Kifer,State University of New York - Stony Brook,1984,Full,Computer Education,,,,,,,,,,,,,,,,,,
Phillipa Gill,State University of New York - Stony Brook,2013,Assistant,Networks & Communications,,,,,,,,,,,,,,,,,,
R. Sekar,State University of New York - Stony Brook,1999,Full,Security & Privacy,,,,,,,,,,,,,,,,,,
Radu Sion,State University of New York - Stony Brook,2005,Associate,Security & Privacy,,,,,,,,,,,,,,,,,,
Rezaul Chowdhury,State University of New York - Stony Brook,2011,Assistant,Computer Vision,,,,,,,,,,,,,,,,,,
Rob Johnson,State University of New York - Stony Brook,2005,Assistant,Security & Privacy,,,,,,,,,,,,,,,,,,
Samir Das,State University of New York - Stony Brook,,Full,Networks & Communications,,,,,,,,,,,,,,,,,,
Scott A. Smolka,State University of New York - Stony Brook,,Full,Algorithms & Theory,,,,,,,,,,,,,,,,,,
Scott Stoller,State University of New York - Stony Brook,1999,Full,Software Engineering,,,,,,,,,,,,,,,,,,
Steve Skiena,State University of New York - Stony Brook,,Full,Algorithms & Theory,,,,,,,,,,,,,,,,,,
Xianfeng Gu,State University of New York - Stony Brook,,Associate,Scientific Computing,,,,,,,,,,,,,,,,,,
Yejin Choi,State University of New York - Stony Brook,2010,Assistant,Natural Language & Speech,,,,,,,,,,,,,,,,,,
Aaron Ames,Texas A&M University,2008,Assistant,Artificial Intelligence,,,,,,,,,,,,,,,,,,
Andreas Klappenecker,Texas A&M University,,Full,Algorithms & Theory,,,,,,,,,,,,,,,,,,
Andruid Kerne,Texas A&M University,2002,Associate,Human-Computer Interaction,,,,,,,,,,,,,,,,,,
Anxiao (Andrew) Jiang,Texas A&M University,2005,Associate,Algorithms & Theory,,,,,,,,,,,,,,,,,,
Daniel A. Jiménez,Texas A&M University,2013,Associate,Hardware & Architecture,,,,,,,,,,,,,,,,,,
Daniel W. Goldberg,Texas A&M University,2012,Assistant,Databases,,,,,,,,,,,,,,,,,,
Dezhen Song,Texas A&M University,2004,Associate,Computer Vision,,,,,,,,,,,,,,,,,,
Dmitri Loguinov,Texas A&M University,2011,Full,Networks & Communications,,,,,,,,,,,,,,,,,,
